lot,wafer,x,y,hbin,sbin,testdate,temp,testA,testB,testC
LOT456,W02,-2,-3,1,1,2026-04-22,25,0.722,0.734,5.709
LOT456,W02,-2,-2,1,1,2026-04-22,25,0.707,0.753,5.836
LOT456,W02,-2,-1,1,1,2026-04-22,25,0.703,0.731,5.934
LOT456,W02,-2,0,1,1,2026-04-22,25,0.692,0.719,5.91
LOT456,W02,-2,1,1,1,2026-04-22,25,0.687,0.701,6.105
LOT456,W02,-2,2,1,1,2026-04-22,25,0.707,0.686,6.24
LOT456,W02,-2,3,1,1,2026-04-22,25,0.723,0.668,6.245
LOT456,W02,-2,4,1,1,2026-04-22,25,0.729,0.726,6.427
LOT456,W02,-2,5,1,1,2026-04-22,25,0.761,0.719,6.547
LOT456,W02,-2,6,1,1,2026-04-22,25,0.766,0.732,6.525
LOT456,W02,-2,7,3,105,2026-04-22,25,1.206,0.723,6.599
LOT456,W02,-1,-7,3,101,2026-04-22,25,1.189,0.715,5.261
LOT456,W02,-1,-6,1,1,2026-04-22,25,0.768,0.772,5.367
LOT456,W02,-1,-5,1,1,2026-04-22,25,0.747,0.709,5.608
LOT456,W02,-1,-4,1,1,2026-04-22,25,0.736,0.656,5.55
LOT456,W02,-1,-3,1,1,2026-04-22,25,0.718,0.711,5.616
LOT456,W02,-1,-2,1,1,2026-04-22,25,0.686,0.688,5.811
LOT456,W02,-1,-1,1,1,2026-04-22,25,0.68,0.683,5.959
LOT456,W02,-1,0,1,1,2026-04-22,25,0.681,0.695,5.943
LOT456,W02,-1,1,1,1,2026-04-22,25,0.662,0.73,6.006
LOT456,W02,-1,2,1,1,2026-04-22,25,0.706,0.71,6.204
LOT456,W02,-1,3,1,1,2026-04-22,25,0.716,0.729,6.327
LOT456,W02,-1,4,1,1,2026-04-22,25,0.741,0.706,6.384
LOT456,W02,-1,5,1,1,2026-04-22,25,0.759,0.711,6.583
LOT456,W02,-1,6,1,1,2026-04-22,25,0.76,0.693,6.629
LOT456,W02,-1,7,1,1,2026-04-22,25,0.799,0.699,6.662
LOT456,W02,0,-7,3,103,2026-04-22,25,1.181,0.676,5.332
LOT456,W02,0,-6,1,1,2026-04-22,25,0.768,0.704,5.346
LOT456,W02,0,-5,1,1,2026-04-22,25,0.726,0.708,5.441
LOT456,W02,0,-4,1,1,2026-04-22,25,0.735,0.696,5.609
LOT456,W02,0,-3,1,1,2026-04-22,25,0.701,0.682,5.706
LOT456,W02,0,-2,1,1,2026-04-22,25,0.687,0.692,5.791
LOT456,W02,0,-1,1,1,2026-04-22,25,0.672,0.705,5.826
LOT456,W02,0,0,1,1,2026-04-22,25,0.644,0.664,6.007
LOT456,W02,0,1,1,1,2026-04-22,25,0.667,0.684,6.036
LOT456,W02,0,2,1,1,2026-04-22,25,0.694,0.677,6.193
LOT456,W02,0,3,1,1,2026-04-22,25,0.705,0.69,6.359
LOT456,W02,0,4,1,1,2026-04-22,25,0.726,0.728,6.417
LOT456,W02,0,5,1,1,2026-04-22,25,0.733,0.697,6.453
LOT456,W02,0,6,1,1,2026-04-22,25,0.755,0.734,6.566
LOT456,W02,0,7,3,107,2026-04-22,25,1.168,0.701,6.607
LOT456,W02,1,-7,3,101,2026-04-22,25,1.185,0.67,5.295
LOT456,W02,1,-6,1,1,2026-04-22,25,0.762,0.659,5.285
LOT456,W02,1,-5,1,1,2026-04-22,25,0.753,0.699,5.504
LOT456,W02,1,-4,1,1,2026-04-22,25,0.736,0.679,5.562
LOT456,W02,1,-3,1,1,2026-04-22,25,0.718,0.697,5.684
LOT456,W02,1,-2,1,1,2026-04-22,25,0.678,0.715,5.8
LOT456,W02,1,-1,1,1,2026-04-22,25,0.676,0.676,5.931
LOT456,W02,1,0,1,1,2026-04-22,25,0.674,0.664,5.972
LOT456,W02,1,1,1,1,2026-04-22,25,0.677,0.667,5.994
LOT456,W02,1,2,1,1,2026-04-22,25,0.672,0.652,6.2
LOT456,W02,1,3,1,1,2026-04-22,25,0.71,0.706,6.33
LOT456,W02,1,4,1,1,2026-04-22,25,0.728,0.683,6.437
LOT456,W02,1,5,1,1,2026-04-22,25,0.763,0.714,6.457
LOT456,W02,1,6,1,1,2026-04-22,25,0.779,0.703,6.684
LOT456,W02,1,7,1,1,2026-04-22,25,0.788,0.726,6.774
LOT456,W02,2,-7,3,101,2026-04-22,25,1.195,0.707,5.206
LOT456,W02,2,-6,1,1,2026-04-22,25,0.801,0.677,5.46
LOT456,W02,2,-5,1,1,2026-04-22,25,0.765,0.686,5.479
LOT456,W02,2,-4,1,1,2026-04-22,25,0.747,0.664,5.627
LOT456,W02,2,-3,1,1,2026-04-22,25,0.727,0.696,5.726
LOT456,W02,2,-2,1,1,2026-04-22,25,0.711,0.693,5.703
LOT456,W02,2,-1,1,1,2026-04-22,25,0.675,0.708,5.879
LOT456,W02,2,0,1,1,2026-04-22,25,0.682,0.704,5.92
LOT456,W02,2,1,1,1,2026-04-22,25,0.696,0.662,6.244
LOT456,W02,2,2,1,1,2026-04-22,25,0.703,0.665,6.163
LOT456,W02,2,3,1,1,2026-04-22,25,0.725,0.68,6.226
LOT456,W02,2,4,1,1,2026-04-22,25,0.735,0.694,6.375
LOT456,W02,2,5,1,1,2026-04-22,25,0.739,0.688,6.469
LOT456,W02,2,6,1,1,2026-04-22,25,0.77,0.666,6.588
LOT456,W02,2,7,3,104,2026-04-22,25,1.189,0.694,6.775
LOT456,W02,3,-6,3,105,2026-04-22,25,1.154,0.651,5.42
LOT456,W02,3,-5,1,1,2026-04-22,25,0.765,0.679,5.488
LOT456,W02,3,-4,1,1,2026-04-22,25,0.771,0.641,5.571
LOT456,W02,3,-3,1,1,2026-04-22,25,0.745,0.632,5.751
LOT456,W02,3,-2,1,1,2026-04-22,25,0.724,0.672,5.829
LOT456,W02,3,-1,1,1,2026-04-22,25,0.702,0.665,5.924
LOT456,W02,3,0,1,1,2026-04-22,25,0.713,0.687,6.041
LOT456,W02,3,1,1,1,2026-04-22,25,0.732,0.674,6.009
LOT456,W02,3,2,1,1,2026-04-22,25,0.707,0.71,6.228
LOT456,W02,3,3,1,1,2026-04-22,25,0.728,0.693,6.27
LOT456,W02,3,4,1,1,2026-04-22,25,0.745,0.664,6.4
LOT456,W02,3,5,1,1,2026-04-22,25,0.767,0.658,6.498
LOT456,W02,3,6,3,105,2026-04-22,25,1.168,0.688,6.554
LOT456,W02,4,-6,3,106,2026-04-22,25,1.17,0.603,5.387
LOT456,W02,4,-5,1,1,2026-04-22,25,0.781,0.65,5.545
LOT456,W02,4,-4,1,1,2026-04-22,25,0.772,0.636,5.595
LOT456,W02,4,-3,1,1,2026-04-22,25,0.743,0.672,5.769
LOT456,W02,4,-2,1,1,2026-04-22,25,0.719,0.672,5.848
LOT456,W02,4,-1,1,1,2026-04-22,25,0.74,0.679,5.92
LOT456,W02,4,0,1,1,2026-04-22,25,0.741,0.697,6.015
LOT456,W02,4,1,1,1,2026-04-22,25,0.721,0.664,6.176
LOT456,W02,4,2,1,1,2026-04-22,25,0.738,0.66,6.148
LOT456,W02,4,3,1,1,2026-04-22,25,0.761,0.653,6.288
LOT456,W02,4,4,1,1,2026-04-22,25,0.78,0.653,6.428
LOT456,W02,4,5,1,1,2026-04-22,25,0.796,0.655,6.581
LOT456,W02,4,6,3,104,2026-04-22,25,1.182,0.646,6.578
LOT456,W02,5,-5,1,1,2026-04-22,25,0.8,0.647,5.541
LOT456,W02,5,-4,1,1,2026-04-22,25,0.773,0.664,5.54
LOT456,W02,5,-3,1,1,2026-04-22,25,0.758,0.662,5.761
LOT456,W02,5,-2,1,1,2026-04-22,25,0.761,0.614,5.751
LOT456,W02,5,-1,1,1,2026-04-22,25,0.761,0.673,5.843
LOT456,W02,5,0,1,1,2026-04-22,25,0.756,0.661,5.952
LOT456,W02,5,1,1,1,2026-04-22,25,0.758,0.644,6.109
LOT456,W02,5,2,1,1,2026-04-22,25,0.745,0.627,6.23
LOT456,W02,5,3,1,1,2026-04-22,25,0.786,0.656,6.293
LOT456,W02,5,4,1,1,2026-04-22,25,0.791,0.647,6.414
LOT456,W02,5,5,1,1,2026-04-22,25,0.815,0.66,6.474
LOT456,W02,6,-4,1,1,2026-04-22,25,0.793,0.662,5.626
LOT456,W02,6,-3,3,108,2026-04-22,25,1.197,0.65,5.672
LOT456,W02,6,-2,1,1,2026-04-22,25,0.782,0.652,5.779
LOT456,W02,6,-1,1,1,2026-04-22,25,0.751,0.66,5.976
LOT456,W02,6,0,1,1,2026-04-22,25,0.768,0.633,5.915
LOT456,W02,6,1,1,1,2026-04-22,25,0.782,0.656,6.108
LOT456,W02,6,2,1,1,2026-04-22,25,0.778,0.64,6.244
LOT456,W02,6,3,3,109,2026-04-22,25,1.14,0.656,6.304
LOT456,W02,6,4,3,102,2026-04-22,25,1.202,0.633,6.387
LOT456,W02,7,-2,3,102,2026-04-22,25,1.229,0.645,5.806
LOT456,W02,7,-1,3,101,2026-04-22,25,1.184,0.601,5.927
LOT456,W02,7,0,3,104,2026-04-22,25,1.193,0.599,5.954
LOT456,W02,7,1,3,106,2026-04-22,25,1.177,0.587,6.165
LOT456,W02,7,2,3,108,2026-04-22,25,1.186,0.644,6.233
LOT456,W02,-7,-2,3,107,2026-04-22,85,1.286,0.748,5.757
LOT456,W02,-7,-1,2,50,2026-04-22,85,0.87,0.765,5.914
LOT456,W02,-7,0,3,109,2026-04-22,85,1.282,0.731,5.935
LOT456,W02,-7,1,3,108,2026-04-22,85,1.27,0.762,6.088
LOT456,W02,-7,2,3,101,2026-04-22,85,1.29,0.803,6.113
LOT456,W02,-6,-4,1,1,2026-04-22,85,0.84,0.774,5.55
LOT456,W02,-6,-3,3,106,2026-04-22,85,1.252,0.757,5.755
LOT456,W02,-6,-2,1,1,2026-04-22,85,0.836,0.744,5.746
LOT456,W02,-6,-1,2,50,2026-04-22,85,0.856,0.781,5.856
LOT456,W02,-6,0,1,1,2026-04-22,85,0.825,0.76,5.952
LOT456,W02,-6,1,1,1,2026-04-22,85,0.815,0.762,6.04
LOT456,W02,-6,2,1,1,2026-04-22,85,0.843,0.759,6.195
LOT456,W02,-6,3,1,1,2026-04-22,85,0.841,0.801,6.388
LOT456,W02,-6,4,3,106,2026-04-22,85,1.291,0.741,6.399
LOT456,W02,-5,-5,2,50,2026-04-22,85,0.857,0.799,5.439
LOT456,W02,-5,-4,1,1,2026-04-22,85,0.83,0.778,5.643
LOT456,W02,-5,-3,1,1,2026-04-22,85,0.826,0.708,5.77
LOT456,W02,-5,-2,1,1,2026-04-22,85,0.824,0.756,5.862
LOT456,W02,-5,-1,1,1,2026-04-22,85,0.804,0.766,5.876
LOT456,W02,-5,0,1,1,2026-04-22,85,0.804,0.746,6.073
LOT456,W02,-5,1,1,1,2026-04-22,85,0.79,0.769,6.088
LOT456,W02,-5,2,1,1,2026-04-22,85,0.821,0.74,6.259
LOT456,W02,-5,3,1,1,2026-04-22,85,0.815,0.749,6.3
LOT456,W02,-5,4,2,50,2026-04-22,85,0.856,0.75,6.4
LOT456,W02,-5,5,2,50,2026-04-22,85,0.872,0.78,6.558
LOT456,W02,-4,-6,3,107,2026-04-22,85,1.271,0.766,5.372
LOT456,W02,-4,-5,1,1,2026-04-22,85,0.837,0.724,5.543
LOT456,W02,-4,-4,1,1,2026-04-22,85,0.83,0.722,5.628
LOT456,W02,-4,-3,1,1,2026-04-22,85,0.797,0.757,5.685
LOT456,W02,-4,-2,1,1,2026-04-22,85,0.793,0.749,5.819
LOT456,W02,-4,-1,1,1,2026-04-22,85,0.8,0.749,5.928
LOT456,W02,-4,0,1,1,2026-04-22,85,0.802,0.723,6.093
LOT456,W02,-4,1,1,1,2026-04-22,85,0.791,0.752,6.084
LOT456,W02,-4,2,1,1,2026-04-22,85,0.783,0.726,6.188
LOT456,W02,-4,3,1,1,2026-04-22,85,0.821,0.714,6.204
LOT456,W02,-4,4,1,1,2026-04-22,85,0.815,0.742,6.348
LOT456,W02,-4,5,1,1,2026-04-22,85,0.832,0.708,6.501
LOT456,W02,-4,6,3,106,2026-04-22,85,1.285,0.746,6.646
LOT456,W02,-3,-6,3,107,2026-04-22,85,1.272,0.723,5.512
LOT456,W02,-3,-5,1,1,2026-04-22,85,0.829,0.701,5.468
LOT456,W02,-3,-4,1,1,2026-04-22,85,0.817,0.728,5.504
LOT456,W02,-3,-3,1,1,2026-04-22,85,0.77,0.723,5.713
LOT456,W02,-3,-2,1,1,2026-04-22,85,0.78,0.724,5.847
LOT456,W02,-3,-1,1,1,2026-04-22,85,0.782,0.735,5.9
LOT456,W02,-3,0,1,1,2026-04-22,85,0.774,0.734,6.027
LOT456,W02,-3,1,1,1,2026-04-22,85,0.764,0.721,6.118
LOT456,W02,-3,2,1,1,2026-04-22,85,0.769,0.71,6.194
LOT456,W02,-3,3,1,1,2026-04-22,85,0.787,0.721,6.299
LOT456,W02,-3,4,1,1,2026-04-22,85,0.799,0.717,6.429
LOT456,W02,-3,5,1,1,2026-04-22,85,0.838,0.702,6.434
LOT456,W02,-3,6,2,50,2026-04-22,85,0.853,0.765,6.584
LOT456,W02,-2,-7,3,108,2026-04-22,85,1.286,0.726,5.328
LOT456,W02,-2,-6,1,1,2026-04-22,85,0.839,0.775,5.388
LOT456,W02,-2,-5,1,1,2026-04-22,85,0.838,0.739,5.552
LOT456,W02,-2,-4,1,1,2026-04-22,85,0.798,0.716,5.55
LOT456,W02,-2,-3,1,1,2026-04-22,85,0.79,0.766,5.743
LOT456,W02,-2,-2,1,1,2026-04-22,85,0.77,0.743,5.873
LOT456,W02,-2,-1,1,1,2026-04-22,85,0.749,0.702,5.762
LOT456,W02,-2,0,1,1,2026-04-22,85,0.741,0.745,5.931
LOT456,W02,-2,1,1,1,2026-04-22,85,0.748,0.697,6.076
LOT456,W02,-2,2,1,1,2026-04-22,85,0.768,0.737,6.202
LOT456,W02,-2,3,1,1,2026-04-22,85,0.771,0.74,6.33
LOT456,W02,-2,4,1,1,2026-04-22,85,0.799,0.737,6.456
LOT456,W02,-2,5,1,1,2026-04-22,85,0.806,0.723,6.424
LOT456,W02,-2,6,1,1,2026-04-22,85,0.81,0.71,6.645
LOT456,W02,-2,7,2,50,2026-04-22,85,0.856,0.7,6.693
LOT456,W02,-1,-7,3,102,2026-04-22,85,1.266,0.68,5.351
LOT456,W02,-1,-6,1,1,2026-04-22,85,0.834,0.704,5.37
LOT456,W02,-1,-5,1,1,2026-04-22,85,0.802,0.7,5.527
LOT456,W02,-1,-4,1,1,2026-04-22,85,0.797,0.735,5.613
LOT456,W02,-1,-3,1,1,2026-04-22,85,0.762,0.697,5.719
LOT456,W02,-1,-2,1,1,2026-04-22,85,0.74,0.697,5.851
LOT456,W02,-1,-1,1,1,2026-04-22,85,0.743,0.698,5.871
LOT456,W02,-1,0,1,1,2026-04-22,85,0.752,0.72,5.996
LOT456,W02,-1,1,1,1,2026-04-22,85,0.737,0.693,6.075
LOT456,W02,-1,2,1,1,2026-04-22,85,0.746,0.655,6.149
LOT456,W02,-1,3,1,1,2026-04-22,85,0.778,0.701,6.273
LOT456,W02,-1,4,1,1,2026-04-22,85,0.784,0.675,6.418
LOT456,W02,-1,5,1,1,2026-04-22,85,0.812,0.705,6.499
LOT456,W02,-1,6,1,1,2026-04-22,85,0.819,0.728,6.591
LOT456,W02,-1,7,3,106,2026-04-22,85,1.261,0.713,6.679
LOT456,W02,0,-7,3,102,2026-04-22,85,1.262,0.726,5.238
LOT456,W02,0,-6,1,1,2026-04-22,85,0.833,0.684,5.414
LOT456,W02,0,-5,1,1,2026-04-22,85,0.807,0.703,5.595
LOT456,W02,0,-4,1,1,2026-04-22,85,0.793,0.685,5.59
LOT456,W02,0,-3,1,1,2026-04-22,85,0.766,0.675,5.658
LOT456,W02,0,-2,1,1,2026-04-22,85,0.75,0.686,5.833
LOT456,W02,0,-1,1,1,2026-04-22,85,0.724,0.701,5.939
LOT456,W02,0,0,1,1,2026-04-22,85,0.703,0.695,5.953
LOT456,W02,0,1,1,1,2026-04-22,85,0.719,0.706,6.101
LOT456,W02,0,2,1,1,2026-04-22,85,0.753,0.707,6.219
LOT456,W02,0,3,1,1,2026-04-22,85,0.755,0.69,6.273
LOT456,W02,0,4,1,1,2026-04-22,85,0.79,0.707,6.421
LOT456,W02,0,5,1,1,2026-04-22,85,0.808,0.676,6.481
LOT456,W02,0,6,1,1,2026-04-22,85,0.845,0.7,6.559
LOT456,W02,0,7,3,104,2026-04-22,85,1.264,0.745,6.647
LOT456,W02,1,-7,2,50,2026-04-22,85,0.859,0.684,5.289
LOT456,W02,1,-6,1,1,2026-04-22,85,0.83,0.652,5.377
LOT456,W02,1,-5,1,1,2026-04-22,85,0.808,0.659,5.49
LOT456,W02,1,-4,1,1,2026-04-22,85,0.799,0.689,5.66
LOT456,W02,1,-3,1,1,2026-04-22,85,0.78,0.688,5.682
LOT456,W02,1,-2,1,1,2026-04-22,85,0.747,0.703,5.833
LOT456,W02,1,-1,1,1,2026-04-22,85,0.729,0.666,5.891
LOT456,W02,1,0,1,1,2026-04-22,85,0.738,0.69,6.014
LOT456,W02,1,1,1,1,2026-04-22,85,0.738,0.709,6.063
LOT456,W02,1,2,1,1,2026-04-22,85,0.763,0.68,6.221
LOT456,W02,1,3,1,1,2026-04-22,85,0.778,0.682,6.302
LOT456,W02,1,4,1,1,2026-04-22,85,0.782,0.683,6.442
LOT456,W02,1,5,1,1,2026-04-22,85,0.804,0.692,6.451
LOT456,W02,1,6,1,1,2026-04-22,85,0.828,0.694,6.583
LOT456,W02,1,7,3,104,2026-04-22,85,1.251,0.704,6.713
LOT456,W02,2,-7,3,102,2026-04-22,85,1.282,0.695,5.246
LOT456,W02,2,-6,2,50,2026-04-22,85,0.851,0.704,5.376
LOT456,W02,2,-5,1,1,2026-04-22,85,0.812,0.702,5.523
LOT456,W02,2,-4,1,1,2026-04-22,85,0.801,0.684,5.587
LOT456,W02,2,-3,1,1,2026-04-22,85,0.766,0.69,5.751
LOT456,W02,2,-2,1,1,2026-04-22,85,0.75,0.654,5.853
LOT456,W02,2,-1,1,1,2026-04-22,85,0.769,0.704,5.937
LOT456,W02,2,0,1,1,2026-04-22,85,0.747,0.696,5.958
LOT456,W02,2,1,1,1,2026-04-22,85,0.769,0.678,6.056
LOT456,W02,2,2,1,1,2026-04-22,85,0.769,0.699,6.158
LOT456,W02,2,3,1,1,2026-04-22,85,0.767,0.706,6.277
LOT456,W02,2,4,1,1,2026-04-22,85,0.794,0.674,6.459
LOT456,W02,2,5,1,1,2026-04-22,85,0.813,0.7,6.568
LOT456,W02,2,6,1,1,2026-04-22,85,0.843,0.676,6.493
LOT456,W02,2,7,3,102,2026-04-22,85,1.289,0.664,6.696
LOT456,W02,3,-6,3,104,2026-04-22,85,1.294,0.683,5.32
LOT456,W02,3,-5,1,1,2026-04-22,85,0.832,0.675,5.42
LOT456,W02,3,-4,1,1,2026-04-22,85,0.821,0.68,5.637
LOT456,W02,3,-3,1,1,2026-04-22,85,0.802,0.663,5.724
LOT456,W02,3,-2,1,1,2026-04-22,85,0.794,0.671,5.792
LOT456,W02,3,-1,1,1,2026-04-22,85,0.788,0.687,5.889
LOT456,W02,3,0,1,1,2026-04-22,85,0.764,0.618,6.044
LOT456,W02,3,1,1,1,2026-04-22,85,0.772,0.653,6.111
LOT456,W02,3,2,1,1,2026-04-22,85,0.777,0.636,6.16
LOT456,W02,3,3,1,1,2026-04-22,85,0.793,0.672,6.21
LOT456,W02,3,4,1,1,2026-04-22,85,0.802,0.667,6.45
LOT456,W02,3,5,1,1,2026-04-22,85,0.837,0.674,6.534
LOT456,W02,3,6,3,107,2026-04-22,85,1.268,0.642,6.642
LOT456,W02,4,-6,3,109,2026-04-22,85,1.29,0.626,5.438
LOT456,W02,4,-5,1,1,2026-04-22,85,0.838,0.637,5.517
LOT456,W02,4,-4,1,1,2026-04-22,85,0.814,0.682,5.573
LOT456,W02,4,-3,1,1,2026-04-22,85,0.819,0.656,5.648
LOT456,W02,4,-2,1,1,2026-04-22,85,0.786,0.696,5.835
LOT456,W02,4,-1,1,1,2026-04-22,85,0.797,0.643,5.889
LOT456,W02,4,0,1,1,2026-04-22,85,0.794,0.651,5.952
LOT456,W02,4,1,1,1,2026-04-22,85,0.783,0.691,6.078
LOT456,W02,4,2,1,1,2026-04-22,85,0.792,0.644,6.187
LOT456,W02,4,3,1,1,2026-04-22,85,0.797,0.695,6.303
LOT456,W02,4,4,1,1,2026-04-22,85,0.834,0.659,6.377
LOT456,W02,4,5,1,1,2026-04-22,85,0.832,0.634,6.512
LOT456,W02,4,6,3,101,2026-04-22,85,1.274,0.657,6.574
LOT456,W02,5,-5,3,101,2026-04-22,85,1.247,0.637,5.54
LOT456,W02,5,-4,1,1,2026-04-22,85,0.842,0.657,5.611
LOT456,W02,5,-3,1,1,2026-04-22,85,0.831,0.666,5.751
LOT456,W02,5,-2,1,1,2026-04-22,85,0.816,0.63,5.889
LOT456,W02,5,-1,1,1,2026-04-22,85,0.825,0.643,5.947
LOT456,W02,5,0,1,1,2026-04-22,85,0.81,0.676,5.989
LOT456,W02,5,1,1,1,2026-04-22,85,0.816,0.616,6.064
LOT456,W02,5,2,1,1,2026-04-22,85,0.821,0.626,6.203
LOT456,W02,5,3,1,1,2026-04-22,85,0.831,0.647,6.172
LOT456,W02,5,4,1,1,2026-04-22,85,0.84,0.655,6.48
LOT456,W02,5,5,3,102,2026-04-22,85,1.318,0.618,6.439
LOT456,W02,6,-4,1,1,2026-04-22,85,0.833,0.65,5.641
LOT456,W02,6,-3,3,109,2026-04-22,85,1.306,0.635,5.79
LOT456,W02,6,-2,1,1,2026-04-22,85,0.846,0.61,5.768
LOT456,W02,6,-1,1,1,2026-04-22,85,0.832,0.637,5.834
LOT456,W02,6,0,1,1,2026-04-22,85,0.818,0.639,5.98
LOT456,W02,6,1,1,1,2026-04-22,85,0.842,0.619,6.178
LOT456,W02,6,2,2,50,2026-04-22,85,0.853,0.635,6.138
LOT456,W02,6,3,3,103,2026-04-22,85,1.288,0.626,6.339
LOT456,W02,6,4,2,50,2026-04-22,85,0.866,0.674,6.388
LOT456,W02,7,-2,3,107,2026-04-22,85,1.298,0.63,5.84
LOT456,W02,7,-1,1,1,2026-04-22,85,0.836,0.609,5.88
LOT456,W02,7,0,3,104,2026-04-22,85,1.258,0.636,6.046
LOT456,W02,7,1,3,103,2026-04-22,85,1.263,0.628,6.152
LOT456,W02,7,2,3,102,2026-04-22,85,1.283,0.654,6.219
LOT456,W03,-7,-2,3,106,2026-04-22,25,1.195,0.754,5.757
LOT456,W03,-7,-1,3,105,2026-04-22,25,1.155,0.783,6.042
LOT456,W03,-7,0,3,104,2026-04-22,25,1.196,0.784,5.932
LOT456,W03,-7,1,3,103,2026-04-22,25,1.185,0.773,6.114
LOT456,W03,-7,2,1,1,2026-04-22,25,0.795,0.773,6.182
LOT456,W03,-6,-4,1,1,2026-04-22,25,0.808,0.729,5.578
LOT456,W03,-6,-3,3,103,2026-04-22,25,1.166,0.754,5.682
LOT456,W03,-6,-2,1,1,2026-04-22,25,0.775,0.747,5.81
LOT456,W03,-6,-1,1,1,2026-04-22,25,0.776,0.762,5.824
LOT456,W03,-6,0,1,1,2026-04-22,25,0.764,0.789,6.078
LOT456,W03,-6,1,1,1,2026-04-22,25,0.767,0.756,6.107
LOT456,W03,-6,2,1,1,2026-04-22,25,0.779,0.768,6.231
LOT456,W03,-6,3,3,102,2026-04-22,25,1.174,0.738,6.343
LOT456,W03,-6,4,7,150,2026-04-22,25,1.19,0.76,6.312
LOT456,W03,-5,-5,1,1,2026-04-22,25,0.788,0.779,5.473
LOT456,W03,-5,-4,1,1,2026-04-22,25,0.782,0.765,5.634
LOT456,W03,-5,-3,1,1,2026-04-22,25,0.775,0.738,5.706
LOT456,W03,-5,-2,1,1,2026-04-22,25,0.747,0.737,5.81
LOT456,W03,-5,-1,1,1,2026-04-22,25,0.779,0.741,5.844
LOT456,W03,-5,0,1,1,2026-04-22,25,0.754,0.768,6.033
LOT456,W03,-5,1,1,1,2026-04-22,25,0.753,0.723,6.048
LOT456,W03,-5,2,1,1,2026-04-22,25,0.749,0.737,6.23
LOT456,W03,-5,3,1,1,2026-04-22,25,0.768,0.732,6.336
LOT456,W03,-5,4,1,1,2026-04-22,25,0.779,0.706,6.457
LOT456,W03,-5,5,3,106,2026-04-22,25,1.181,0.75,6.442
LOT456,W03,-4,-6,3,107,2026-04-22,25,1.203,0.733,5.361
LOT456,W03,-4,-5,1,1,2026-04-22,25,0.767,0.74,5.461
LOT456,W03,-4,-4,1,1,2026-04-22,25,0.772,0.746,5.658
LOT456,W03,-4,-3,1,1,2026-04-22,25,0.774,0.762,5.733
LOT456,W03,-4,-2,1,1,2026-04-22,25,0.72,0.745,5.775
LOT456,W03,-4,-1,1,1,2026-04-22,25,0.746,0.769,5.952
LOT456,W03,-4,0,1,1,2026-04-22,25,0.73,0.751,5.978
LOT456,W03,-4,1,1,1,2026-04-22,25,0.736,0.735,6.05
LOT456,W03,-4,2,1,1,2026-04-22,25,0.741,0.747,6.16
LOT456,W03,-4,3,1,1,2026-04-22,25,0.759,0.715,6.267
LOT456,W03,-4,4,1,1,2026-04-22,25,0.762,0.778,6.358
LOT456,W03,-4,5,1,1,2026-04-22,25,0.784,0.746,6.541
LOT456,W03,-4,6,3,108,2026-04-22,25,1.184,0.758,6.66
LOT456,W03,-3,-6,3,102,2026-04-22,25,1.168,0.725,5.412
LOT456,W03,-3,-5,1,1,2026-04-22,25,0.771,0.733,5.564
LOT456,W03,-3,-4,1,1,2026-04-22,25,0.749,0.724,5.662
LOT456,W03,-3,-3,1,1,2026-04-22,25,0.737,0.706,5.692
LOT456,W03,-3,-2,1,1,2026-04-22,25,0.727,0.711,5.739
LOT456,W03,-3,-1,1,1,2026-04-22,25,0.707,0.744,5.892
LOT456,W03,-3,0,1,1,2026-04-22,25,0.696,0.723,5.963
LOT456,W03,-3,1,1,1,2026-04-22,25,0.708,0.731,6.062
LOT456,W03,-3,2,1,1,2026-04-22,25,0.719,0.706,6.118
LOT456,W03,-3,3,1,1,2026-04-22,25,0.739,0.727,6.343
LOT456,W03,-3,4,1,1,2026-04-22,25,0.754,0.698,6.386
LOT456,W03,-3,5,1,1,2026-04-22,25,0.764,0.725,6.581
LOT456,W03,-3,6,3,102,2026-04-22,25,1.155,0.73,6.529
LOT456,W03,-2,-7,1,1,2026-04-22,25,0.788,0.723,5.203
LOT456,W03,-2,-6,1,1,2026-04-22,25,0.775,0.724,5.406
LOT456,W03,-2,-5,1,1,2026-04-22,25,0.748,0.72,5.486
LOT456,W03,-2,-4,1,1,2026-04-22,25,0.732,0.726,5.547
LOT456,W03,-2,-3,1,1,2026-04-22,25,0.726,0.732,5.567
LOT456,W03,-2,-2,1,1,2026-04-22,25,0.709,0.723,5.855
LOT456,W03,-2,-1,1,1,2026-04-22,25,0.683,0.708,5.854
LOT456,W03,-2,0,1,1,2026-04-22,25,0.69,0.724,6.059
LOT456,W03,-2,1,1,1,2026-04-22,25,0.703,0.737,6.135
LOT456,W03,-2,2,1,1,2026-04-22,25,0.712,0.71,6.3
LOT456,W03,-2,3,1,1,2026-04-22,25,0.722,0.747,6.239
LOT456,W03,-2,4,1,1,2026-04-22,25,0.737,0.719,6.394
LOT456,W03,-2,5,1,1,2026-04-22,25,0.737,0.728,6.575
LOT456,W03,-2,6,1,1,2026-04-22,25,0.798,0.698,6.597
LOT456,W03,-2,7,1,1,2026-04-22,25,0.799,0.701,6.713
LOT456,W03,-1,-7,1,1,2026-04-22,25,0.809,0.696,5.29
LOT456,W03,-1,-6,1,1,2026-04-22,25,0.782,0.714,5.484
LOT456,W03,-1,-5,1,1,2026-04-22,25,0.751,0.694,5.464
